57037,Magnesium Alloy Ingots
57040,Ornamental Ironwork
57042,Pig Iron Ingots
57044,"Posts, Steel (For Delineator Markers, Mile Markers, etc.)"
57046,Post_Tensioned Type Reinforcing System (For Concrete Slabs)
57048,"Rails, Railroad, Steel"
57050,"Scrap Metals, All Kinds"
57052,"Shafting: Bronze, Monel, Stainless Steel, Steel, etc."
57054,"Sheet Metal, Fabricated (Custom_Made Sheet Metal Items)"
57056,"Sheet Piling, Steel"
57057,"Shim Stock, Steel"
57062,Spring Steel
57064,"Stainless Steel: Bars, Plates, Rods, Sheets, Strips, Tubes, etc."
57065,"Steel Bridge Truss, Overhead"
57066,"Steel, Cold Rolled: Bars, Plates, Rods, Sheets, and Strips"
57068,"Steel, Fabricated: Beams, Gabions, Gratings, Walkways, Window Bars, and Custom_Made Steel Items"
57070,"Steel, Galvanized: Bars, Pipes (Not Plumbing), Plates, Rods, Sheets, Strips, etc."
57072,"Steel, Mild: Bars, Plates, Rods, Sheets, Strips, Tubes, etc."
57076,"Steel, Reinforcing, Bars and Rods"
57077,"Steel, Reinforcing, Mesh"
57078,"Steel, Reinforcing, Fabricated"
57079,Steel Siding
57080,"Steel Sheets, High Carbon (For License Plates, etc.)"
57081,"Steel Studs, Dry Wall"
57082,"Steel Wire Panels (For Partitions, Window Guards, etc.)"
57084,"Structural Shapes, Steel: Angles, Channels, I_Beams, etc."
57085,Tin
57087,"Tool Steel: Bars, Drill Rod, Flat Stock, etc."
57090,"Tubing, Mechanical, Steel: Rectangular, Round, Square, etc."
57095,"Zinc: Anodes, Sheets, etc."
57525,"Computer Output Microfilm/Microfiche (COM) Units: COM Recorders, COM Cameras, COM Tape/Recorder, etc."
57529,"Jacket Loaders, Microfilm"
57530,Microfilm Cameras and Accessories
57533,Microfiche and Microfilm Duplicators
57540,Microfilm Splicer and Supplies
57545,Microfilm Process Chemicals
57547,"Microfiche/Microfilm Reader Printer Supplies: Paper, Toner, etc."
57549,"Microfiche/Microfilm Supplies (Not Otherwise Classified): Jackets, Leaders, Mailers, Reels, Spools, Trailers, Aperture Cards, etc."
57550,Opaque Viewers (For Microprints and Other Opaque Microforms)
57551,Microfiche and Microfilm Equipment (Not Otherwise Classified)
57555,"Processors, Microfilm"
57570,Raw Microfilm
57572,"Reader, Microfiche and Microfilm"
57576,"Reader/Printer, Microfiche and Microfilm"
57805,"Assembly Lines, Complete"
57806,"Avalanche Devices, Equipment, Accessories and Parts"
57817,"Caskets, Funeral (See Classes 410 and 465 for Mortuary Equipment)"
57820,"Counters, Mechanical: Tally, etc."
57822,"Counting Machines, Electronic (Not Ticometers, See Class 600): Tally, etc."
57827,Dehydrating Machines and Parts
57828,"Deodorant Spray, (Heavy Duty Outdoor Type)"
57831,Display and Showroom Equipment and Supplies
57835,Election Equipment and Supplies
57837,"Flood Control Devices, Equipment, Accessories and Parts"
57840,Gavels
57850,"Holders, Metal: Card, Door Name Card, Label, etc."
57855,"Mats, All Kinds (Not Otherwise Classified)"
57858,Numbering Machines and Equipment (Take_A_Number)
57859,"Pneumatic Tube Equipment, Accessories, and Supplies"
57863,Real Estate: Land and Improvements
57864,"Recycling Equipment, Machines, and Supplies"
57865,"Religious Goods: Altar Sets, Collection Plates, Ecclesiastical Metalware, Pulpit Scarves, etc."
57874,"Robots (For Manufacturing Applications, etc.)"
57876,"Robots (For Educational, Scientific Applications, etc.)"
57885,Tachistoscopic Devices
57886,"Tags, Key (All Kinds)"
57890,Taxidermy Equipment and Supplies
57891,"Testing Machines, Driver, Automated (Including Driver Simulating Machine)"
57892,Toll Collection Equipment and Supplies
57894,"Turf, Artificial, Indoor and Outdoor"
58003,"Amplified Instruments (Guitars, etc.) and Amplifiers"
58005,Band and Choral Risers
58010,Band Instruments and Accessories
58015,"Band Room Equipment: Music Cabinets, Stands, etc."
58025,"Electronic Musical Instruments: Electronic Organs, Synthesizers, Visualizers, etc."
58030,"Metronomes and Tuners, Conventional or Electronic"
58035,"Music, Sheet and Folio"
58040,Musical Instrument Repair Parts and Supplies (Except Organ and Piano)
58045,"Musical Supplies: Music Holders, Strings, Reeds, etc."
58055,"Organs (Conventional), Accessories, Parts and Supplies"
58060,"Pianos, Accessories, Tuning Instruments, Parts and Supplies"
58080,"Stringed Instruments, Conventional; and Accessories"
58085,"Tower Chimes, Accessories, Parts, and Supplies"
59002,"Bra Backs, Replacement"
59004,"Buckles, Belt and Clothing"
59008,"Buttons, All Kinds"
59009,"Crochet Hooks, Embroidery Hoops, Embroidery Needles, Knitting Needles, etc."
59010,Cutting Boards
59012,Dress Forms
59016,Eyelets and Grommets
59020,"Fabrics, Heat Adhesive (For Marking, Patching, etc.)"
59022,"Fasteners, Self_Gripping"
59024,"Fasteners, Snap"
59028,"Hangers, Garment"
59032,"Hatters' Supplies: Bands, Blocks, Linings, etc."
59036,Hooks and Eyes
59037,"Interlining, Fusible"
59038,Knitted Cuffs
59040,"Labels, Woven Fabric"
59042,"Measuring Devices: Pattern Curves, Sewing Gauges, Tapes, Yardsticks, etc."
59044,"Needles, Pins, Thimbles, etc."
59048,"Patterns, Clothing"
59050,"Pressing Aids: Cloths, Seam Rolls, Tailor's Boards, Tailor's Hams, etc."
59052,"Scissors: Household, Pinking, Sewing"
59056,"Sewing Accessories: Bound Buttonhole Makers, Seam Rippers, Sewing Baskets, etc."
59057,"Sewing Kits, All Kinds"
59060,Slide Fasteners (Zippers)
59062,"Stays, All Types"
59064,"Tape and Webbing, Elastic"
59068,"Tape, Binding"
59069,"Tape, Velcro Type (See 615_89 for Office Type)"
59072,"Thread, Embroidery (Crewel)"
59076,"Thread, Sewing, Commercial (Not Shoe Stitching)"
59080,"Thread, Sewing, Domestic"
59084,Webbing (Not Elastic)
59088,"Yarn, Knitting"
59510,Bedding Plants and Cuttings
59515,Bulbs and Seeds
59516,"Covers, Polyethylene"
59530,"Fountains, Statues and Other Decorative Lawn and Garden Items"
59533,"Grates, Guards, and Other Protective Devices For Trees and Shrubs"
59535,Groundcovers and Vines
59540,"Nursery, Greenhouse and Floral Supplies: Labels, Planters, Pots, Tags, Trellises, etc."
59550,Peat Moss
59552,Perennials
59555,Plant Foods (Not Fertilizer)
59560,"Plant Sprayers and Respirators, Plant Propagation Mats, etc., and Accessories"
59561,"Plants, Indoor"
59563,"Rocks, Ornamental and Decorative"
59565,"Shrubbery, Evergreen"
59566,"Shrubbery, Flowering"
59570,"Trees, Fruit and Nut"
59575,"Trees, Ornamental and Shade"
59577,Tropicals
59580,"Turf Blankets, Seeded"
59588,"Vases, Flower Pots, Pottery, etc."
59590,Vermiculite and Perlite
59595,"Wood Chips and Bark: Composted, Shredded, etc."
60003,Accounting and Bookkeeping Machines (Not Data Processing)
60005,Adding Machines
60008,"Addressing Machines (Computer Driven Only, Direct Print Type Only) and Accessories (See Class 015 for Supplies)"
60011,"Addressing Machines (Embossed Plate Type) and Embossing and Imprinting Machines, and Accessories (See Class 015 For Supplies)"
60014,Braille Writers and Printers
60015,"Calculators, Electronic, Display/Printing Type, Programmable"
60016,"Calculators, Electronic, Display/Printing Type, Non_Programmable"
60017,"Calculators, Electronic, Display Type, Non_Programmable"
60019,"Calculators, Electronic, Display Type, Programmable"
60021,"Calculators, Electronic, Printing Type, Non_Programmable"
60022,"Calculators, Electronic, Printing Type, Programmable"
60025,"Calculators, Mechanical"
60027,"Cases, Typewriter"
60030,Cash Registers and Cash Drawers
60033,"Change Makers, Coin and Bill Counters, Money Handling Machines, etc."
60036,"Check Machines: Protection, Signing, Writing, etc."
60037,"Copyboards, Electronic"
60038,"Copying Machines, Bond (Plain) Paper Type Including Parts and Accessories"
60040,"Copying Machines, Coated or Treated Paper Type, Including Parts and Accessories"
60042,"Copying Machines, Laser, Including Parts and Accessories"
60045,"Copying Machines, Thermal Type, Including Parts and Accessories"
60047,Copy Machine Add_On Accessories
60049,"Court Reporter Equipment, Accessories and Supplies"
60050,"Counting Devices: Ticometers, etc. (Paper, Tickets, etc.) (For Coins See 600_33)"
60051,"Detacher, Forms"
60052,Dictating Machines
60054,Dictating Machine Accessories and Supplies
60057,"Duplicating Machines and Accessories, Mimeograph Type"
60059,"Duplicating Machines and Accessories, Spirit Type"
60060,"Electronic Reference Equipment (Organizers, Etc.)"
60061,"Fax Machines, Parts and Supplies (See Class 725 for Industrial Type and Class 645 for Paper)"
60062,Folding Machines
60063,Folding/Inserting/Sealing Machines
60064,"Ink Rollers, Office Machines"
60065,Inserting Machines
60066,Label Dispensing Machines and Accessories (For Continuous Form Labels)
60068,"Letter Openers, Electric"
60071,Mailing Machines
60074,Perforating Machines
60077,Postage Meters
60080,Postage Meter Supplies
60081,"Postage Stamp Vending Machines, Accessories, and Supplies"
60082,"Shredders, Paper"
60083,"Stenographic Machines, Varityper"
60084,Teletype Machines and Parts
60085,"Telegraph Equipment, Parts and Supplies"
60086,"Typewriters, Electric, Accessories and Parts"
60087,"Typewriters, Electronic, Accessories and Parts"
60088,"Typewriters, Manual, Accessories and Parts"
60089,"Typewriters, Memory: Typewriters with Memory for Data Storage and Retrieval (Not Microcomputer System Style)"
60090,"Typewriters, Portable, Accessories and Parts"
60092,"Typewriters, Specialized: One_Handed, Large Type, Accessories and Parts, etc."
60095,Validating Machines
60097,Vacuum Machines (Specifically Designed for Office Equipment)
60503,"Bells, Call"
60505,"Collators, Mechanical, Table Top Type; and Accessories"
60510,"Copyholders, Mechanical, Adjustable"
60514,"Copyholders, Nonmechanical, Non_Adjustable"
60518,"Cutter, Wrapping Paper"
60524,Date and Time Machines and Parts
60530,Embossing Machines and Labeling Machines and Tapes
60534,Eyelet Machines and Eyelets
60536,Footrests
60541,Magnets
60542,Magnifying Glasses and Magnifiers
60546,"Moisteners, Sanitary; and Rubber Finger Tips"
60550,"Numbering Machines and Supplies: Ink, Pads, etc."
60555,"Paper Trimmers, Hand, Blade Type"
60557,"Paper Trimmers, Hand, Rotary Type"
60560,"Pencil Sharpeners, Electric; and Parts"
60563,"Pencil Sharpeners, Manual; and Parts"
60565,"Punches, Paper, Electric"
60567,"Punches, Paper, Manual"
60569,"Scissors and Shears, Office"
60575,"Sealing Machines, Mail Room"
60578,"Seal, Notary and Departmental"
60582,Staple Removers
60585,"Stapling Machines, Electric; and Parts"
60588,"Stapling Machines and Parts, Manual"
61007,"Carbon Paper, One_Time"
61014,"Carbon Paper, Pencil"
61016,"Carbon Paper, Register Machines"
61021,"Carbon Paper, Typewriter"
61028,"Carbon Paper, Solvent Carbon Type"
61033,Recycled Carbon Paper
61034,Recycled Ribbons
61035,"Ribbons, Adding Machine and Calculator, All Types"
61042,"Ribbons, Addressing Machine, All Types"
61049,"Ribbons, Bookkeeping and Posting Machine, All Types"
61052,"Ribbons, Cash Register"
61056,"Ribbons, Computer and Data Processing, All Types (For Tab See 610_73)"
61063,"Ribbons, Teleprinter and Teletype, All Types"
61070,"Ribbons: Check Machine, Time Clock, Time Machine, and Recorder"
61073,"Ribbons, Tab"
61077,"Ribbons, Typewriter and Word Processing, Fabric"
61084,"Ribbons, Typewriter and Word Processing, Film"
61091,"Ribbons, Typesetting, All Types"
61096,"Tape, Correcting (For Use with Correctable Typewriters)"
61503,Adding Machines and Calculator Paper (Rolls)
61504,"Adding Machine and Calculator Paper (Rolls), Thermal Type ""Treated Paper"" and Carbonless Type"
61505,"Adhesives: Glue, Mucilage, Paste, etc."
61507,"Ashtrays, Desk Type"
61509,"Binders: Chain, Post, Prong, Ring, etc."
61511,"Binder Sheets: Accounting, Columnar, Index, Journal, Ledger, etc."
61513,"Blotters and Pads, Desk"
61514,"Boards: Calendar, Schedule, etc."
61515,"Books, Office: Accounting, Address, Columnar, Composition, Memo, Minute, Receipt, Steno, Time, etc."
61517,Box Files
61518,"Braille Labeling Material: Plastic Sheets, etc."
61519,"Calendars, Calendar Pads and Stands"
61520,Cash Register Paper
61521,"Chair Cushions, All Types"
61523,"Chair Mats (Carpet Protectors), All Types"
61524,"Cleaners, Hand (Pre_moistened Towelettes, etc.)"
61525,"Clipboards, Arch Boards, etc."
61527,"Coin Wrappers, Bill Straps, Bank Deposit Bags, etc."
61529,"Correction Fluid, Sheets and Tape, Including Thinners (For Typewriter Correction Tape See 610_96)"
61531,"Covers: Brief, Manuscript, Pressboard, Report, etc."
61532,"Covers, Sleeve (Cuffettes)"
61533,"Desk Accessories: Alphabetizers, Cash Boxes, Desk Files, File Card Cabinets, Letter Sorters, Message Racks, etc."
61535,"File Cards, Blank and Ruled"
61537,"File Cases: Binder, Storage, Transfer, etc."
61539,"File Dividers, Labels, Tabs, etc."
61541,"File Folders: Expanding Envelopes, Wallets, etc."
61543,"File Folders, Hanging Type; and Accessories"
61545,"File Folders, Regular, Legal and Letter Sizes"
61547,File Guides
61548,"Holders, Form"
61549,"Index Tabs: Celluloid, Cloth, etc."
61551,"Labels, Reinforcements, Seals, etc. (Not Printed); and Sealing Wax"
61553,Letter Folders and Openers
61555,"Letter Trays, All Types"
61557,"List Finders, Rolodex, Telephone Strips, and Accessories"
61562,"Pads and Tablets: Analysis, Columnar, Figure, Memo, Note, Ruled, etc."
61565,"Pads and Covers, Office Machine, All Types"
61567,"Paper Clips, Ball Bearing"
61569,"Paper Clips, Clamps, Fasteners (Round and Flat Head), Dispensers, etc."
61571,"Paper Fasteners, Prong Type"
61573,Recycled Office Supplies
61575,"Rubber Bands, All Sizes"
61577,"Rubber Stamps, Stamp Pads, and Stamp Pad Ink"
61579,"Rulers, All Types (For Drafting See Class 305_35)"
61580,"Sheet Protectors, Plastic, All Types"
61581,Staples
61582,"Stock Forms and Labels: Copy Sets, Receiving Forms, Speed Letters, etc."
61584,"Tacks (Office Use): Map, Thumb, etc."
61586,"Tags, Marking and Shipping, Stock"
61588,"Tape and Dispensers, Office Type"
61589,"Tape, Velcro Type (See 590_69 for Clothing Type)"
61590,Typewriter Cleaners and Oils
61593,"Visible Record Supplies: Cards, Flags, Folders, Hinges, Signal, Strips, Tabs, etc."
61595,"Wastebaskets, Office, All Types"
62010,"Desk Sets, Inkstands, Penholders, Pen Points, etc."
62020,"Erasers, All Types (Except Electric)"
62030,"Ink: Drawing, Marking, and Writing"
62040,Ink Eradicators
62050,"Ink Refills (Not Ballpoint), Drawing and Writing"
62055,Lumber Marking Crayons
62060,"Pencils, Lead; Pencil Leads; Pencil Lengtheners; etc."
62070,"Pencils, Marking (Including Mechanical Types and Refills): ""Grease"" or ""China"" Types, etc."
62071,"Pencils, Marking (Not Grease or China Types)"
62079,"Pens, Fountain"
62080,"Pens (General Writing Types): Ball Point, Nylon Tip, Plastic Tip, etc."
62081,"Pen Refills (General Writing Types): Ball Point, Nylon Tip, Plastic Tip, etc."
62085,Pen and Pencil Sets
62086,"Pens, Erasable Markers (For Porcelain Boards, etc.)"
62090,"Pens, Marker Type"
62094,Recycled Pens and Pencils
62513,Binoculars
62520,Contact Lenses and Supplies
62526,Eye Glasses
62539,"Eye Testing Equipment (For Intraocular Pressure, Refraction, etc.)"
62540,Eyesight Testing Charts
62542,Laser Safety Goggles
62543,Laser Systems Instruments and Equipment
62546,"Optical Components: Filters, Lenses (For Microscopes See Class 490), Mirrors, Prisms, etc."
62552,"Opticians' Furniture: Cabinets, Chairs, etc."
62565,Opticians' Tools and Supplies
62578,Magnifiers (For Office Use See Class 605)
62583,"Telescopes, Astronomical, Amateur Sizes"
62584,"Telescopes, Astronomical, Observatory Sizes, and Guide Telescopes, Schmidt Cameras, etc."
62588,"Telescopes, Surgical"
62591,"Telescopes, Terrestrial: Alignment, Spotting, etc. (For Rifle and Range See Class 680)"
62595,"Testing and Measuring Equipment (For Optical Components): Spherometers, etc."
63003,"Additives and Miscellaneous Paint Ingredients: Driers, Fungicides, Latexes, Pigments, Surfactants, etc."
63005,"Bleach, Wood"
63006,"Caulking Compounds, Bulk or Cartridge Type"
63009,"Coatings, Masonry (For Brick, Cinder Block, Concrete, etc.)"
63012,"Coatings, Protective, Asphalt Based (Also See Class 770_26)"
63019,"Coatings, Protective, Zinc_Rich (Cold Galvanizing Compound)"
63021,"Colors, Tinting (Oil or Universal Type) and Lettering"
63022,"Fillers and Sealers, Masonry: Block Fillers, Water Repellent Solutions, etc."
63023,"Fillers and Sealers, Wallboard"
63025,"Fillers and Sealers, Metal"
63026,"Fillers and Sealers, Wood: Paste, Plastic Wood, Sanding Sealers, etc."
63027,"Fillers and Sealers, Fiberglass"
63028,Fire_Retardant and Heat_Resistant Coatings (Not Aluminum Paint)
63033,"Lacquer and Shellac, Clear and Colored"
63042,Linseed Oil
63044,"Mix, Paint Water"
63045,Paint and Varnish Removers
63047,"Paint, Aluminum (Not Roof Coating)"
63049,"Paint, Automotive and Machinery"
63050,"Paint, Deck and Floor"
63055,"Paint, Freezer and Wet Surface"
63056,"Paint, House and Trim"
63057,"Paint, Miscellaneous: Blockout, Bronzing Liquid, Epoxy, Fluorescent, Oil Paste, Reflective, Tint Base, Tree Pruning, USDA Approved, etc."
63059,"Paint, Marine"
63061,"Paint, Masonry"
63062,"Paint, Rust Preventative"
63063,"Paint, Sports Court (Outdoor)"
63064,"Paint, Spray (Aerosol)"
63065,"Paint, Swimming Pool"
63066,"Paints, Traffic"
63067,"Paint Sticks, Annealing"
63072,"Primers, Rust Inhibiting: Red Oxide, Zinc Chromate, etc."
63075,"Putty, Glazing (Metal and Wood Sash)"
63076,"Putty: Lacquer, Plumbers, Tape"
63082,"Sealers and Primers, Paint"
63084,Stains and Varnishes
63088,"Textured Coatings, All Kinds"
63090,"Thinners (Reducers): Alcohols, Aromatic Solvents, Esters, Ketones, Mineral Spirits, Turpentine, V M and P Naphtha, etc."
63093,"Wall Coverings, Fabric and Plastic; and Accessories"
63095,"Wallpaper, Paste, and Canvas (Including Paper Hanger Tools)"
63097,Wood Preservative and/or Water_Repellent Finishes
63508,"Compressors, Portable Paint Sprayer, Electric Motor or Engine Driven (Up to 25 CFM @ 100 PSI)"
63514,"Drop Cloths, Hoods and Mitts, Painter's"
63520,"Filter Pads, Paint Arrester"
63538,"Masking Film (Spray Booth Lining), Masking Paper, etc."
63540,"Paint Conditioners, Mixers, Shakers, and Tinting Machines"
63545,Paint and Varnish Removing Equipment
63547,"Rollers, Trays and Accessories"
63550,Screens and Strainers
63565,"Spray Booths and Accessories, Paint"
63570,"Spray Booths and Accessories, Water Wash"
63575,"Sprayer Components and Accessories: Guns, Hoses, Pots, Regulators, Tanks, etc."
63580,"Sprayers and Spray Systems, Industrial, Heavy Duty"
63585,"Spraying Outfits, Portable, Light Duty"
64005,"Bags and Boxes: Pollinating, Seed, and Soil Sampling; and Seed Germination Paper"
64010,"Bags, Padded: Book Mailing, Shipping, etc."
64015,"Bags, Paper: Regular Weight, Heavy Weight, Nail, etc."
64020,"Chipboard, Pasteboard, and Telescoping Boxes"
64022,"Containers, Paper and Plastic"
64025,Corrugated Boxes and Sheets (Including Fillers)
64026,"Fiber Type Dishes, Trays, etc. (Disposable)"
64027,Foil Containers
64028,Gift Wrap Paper Including Tissue Paper and Ribbons
64030,Mailing Tubes and Storage Tubes
64040,Multiwall Paper Bags
64042,"Multiwall Wrapping Paper, Rolls or Sheets"
64043,Packing Materials for Mailing and Shipping (Not Containers)
64044,"Packing List Envelopes (Plastic and Paper), Self Adhesive"
64045,"Paper, Food Processing (Fresh and Frozen): Butcher Paper, Butter Paper, Freezer Paper, Vegetable Paper, etc."
64050,"Paper Products: Cups, Napkins, Plates, Straws, Tissues (Other Than Hospital), etc."
64060,"Plastic and Styrofoam Products: Cups, Forks, Plastic Coated Dishes, Plastic Food Wrap, Sandwich Bags, Spoons, Straws, Doilies, etc."
64066,"Recycled Paper, Plastic, and Styrofoam Products (Disposable Type)"
64070,Shelf Paper
64075,"Toilet Tissues, Paper Towels, and Toilet Seat Covers"
64080,"Waxed Paper, Aluminum Foil and Cellophane"
64085,"Wipers, Shop Use, Cellulose and Paper"
64087,"Wrapping Paper, Brown Kraft Paper, etc."
64510,Announcement Stock (Including Recycled)
64518,"Boards, Poster, Railroad, etc. (Including Recycled)"
64521,Bond Paper (Including Recycled)
64525,Book Paper (Including Recycled)
64528,Bristol (Including Recycled)
64530,Carbonless Paper (Chemical Transfer) (Including Recycled)
64533,Copy Paper _ Specialized High Speed (Included Recycled)
64535,Cover Stock (Including Recycled)
64539,Duplicator and Mimeograph Paper (Including Recycled)
64544,Facsimile (Fax) Paper (Including Recycled)
64547,Gummed Paper (Including Recycled)
64551,Index Paper (Including Recycled)
64555,Ledger Paper (Including Recycled)
64558,Manifold Paper (Including Recycled)
64561,Newsprint (Including Recycled)
64564,Offset Paper (Including Recycled)
64566,Onionskin (Including Recycled)
64568,Parchment Paper (Including Recycled)
64571,Poster Paper (Including Recycled)
64574,Pressure Sensitive Paper (Including Recycled)
64583,Tag Stock (Including Recycled)
64588,Teletype and Telex Paper (Including Recycled)
64590,Text Paper (Including Recycled)
65004,"Amusement Park Ride Equipment, Accessories and Parts"
65006,"Benches, Park (Including Bus Stop Benches)"
65010,Bicycle Racks
65012,"Climbers, Playground"
65018,"Combination Sets, Playground"
65023,Golf Course Maintenance Tools and Equipment (For Lawn Mowers See Class 515)
65024,"Grill and Park Stoves, Outdoor"
65030,Ice Rink Resurfacer
65036,Picnic Tables
65038,Playground Equipment (Not Otherwise Classified) (Including Bleachers)
65046,"Rakes, Beach (Tractor Towed)"
65048,Recycled Recreational and Park Equipment
65050,"Safety Surfaces, Playground"
65054,"Seesaws, Playground"
65060,"Slides, Playground"
65066,"Swimming Pools, Equipment, and Supplies (Including Heaters and Vacuum Machines, for Chemicals See Class 885)"
65072,"Swings, Playground"
65080,Whirls
65212,"Baby Powder, Oils and Creams"
65216,Bath Powder and Oils (Including Talc)
65227,"Combs and Brushes, Hair"
65229,"Cosmetics, Facial and Skin: Creams, Lipsticks, Lotions, Powders, etc."
65235,Electrolysis Equipment (Hair Removal)
65237,"Deodorants, Body"
65239,"Feminine Personal Hygiene Items: Sanitary Napkins, Pads and Belts, Tampons, etc."
65242,"Hair Cleaning and Conditioning Supplies: Colors, Creams, Dressings, Oils, Rinses, Shampoos, Sprays, Tonics, Waving Solutions, etc."
65243,"Hair Care Accessories: Bands, Curlers, Nets, Pins, Rollers, etc."
65250,"Manicuring Equipment and Supplies: Nail Files, Nail Clippers, Nail Polish, Polish Remover, etc."
65264,"Razors and Blades, Electric"
65265,"Razors and Blades, Safety"
65266,"Razors and Keys, Security"
65267,"Razors, Shaper and Straight"
65275,"Shaving Supplies: Soaps, Brushes, Creams, Lathers, etc."
65284,"Toothbrushes, All Types"
65285,Tooth Paste and Powders
65291,"Wigs, Wiglets, Holders, and Manikins"
65505,Animation Equipment and Supplies
65515,"Camera Accessories: Batteries, Exposure Meters (Light Meters), Flash Equipment and Bar Lights (See Class 285 for Lamps), Power Packs and Chargers, Tripods, etc."
65520,"Camera Attachments: Adapter Rings, Collimators, Filters, Lenses, etc."
65525,"Camera Carrying Cases, Gadget Bags, etc."
65527,"Camera Tools, Books, Instruction Manuals, etc."
65530,"Cameras, Movie; and Accessories"
65535,"Cameras, Still, Nonspecialized (Self_Developing Film Type, etc.)"
65539,"Cameras, Still, Specialized (Including Complete Systems for Medical and Dental Photography, Photomicrography, etc.)"
65541,"Chemicals, Photographic"
65543,Color Film Adhesive (For Adding Color to Visuals)
65550,Copying Equipment (Including Slide Duplicators)
65555,"Darkroom Equipment (Not Graphic Arts Type): Cabinets, Color Analyzers, Counters, Densitometers, Developing Tanks, Enlargers, etc."
65560,"Darkroom Supplies: Enlarger Easels, Film Holders, Film Loaders, Lens Cleaner, Safelights and Filters, Thermometers, Timers, Trays, Water Filtering Elements, etc."
65567,"Film, Photographic"
65571,"Paper and Plates, Photographic"
65578,"Photo Identification Systems, Complete"
65579,Recycled Photographic Equipment and Supplies
65580,Silver Recovery Devices
65584,"Slide Maker, Computerized"
65585,"Slide Preparation Supplies: Mounting Presses, Mounts, etc."
65588,"Storage and Mailing Materials (For Negatives, Prints, or Slides): Envelopes, Files, Sleeves, etc."
65590,"Studio Production Equipment: Backdrop Mechanisms, Floods, Posing Stools, Reflectors, Spots, Stands, Strobe Systems, etc. (See Class 285 for Lamps)"
65592,Transparency Film
65805,"Pipe, Aluminum"
65809,"Pipe, Asbestos_Cement"
65818,"Pipe, Bituminized Fiber"
65822,"Pipe, Brass"
65828,"Pipe, Cast Iron"
65830,"Pipe, Chrome"
65831,"Pipe, Clay"
65834,"Pipe, Concrete"
65835,"Pipe, Copper"
65841,"Pipe, Fiberglass"
65846,"Pipe, Iron"
65850,"Pipe, Lead"
65856,"Pipe, Plastic"
65858,"Pipe, Polyethylene"
65860,"Pipe, PVC (Polyvinyl Chloride)"
65874,"Pipe, Soil"
65877,"Pipe, Stainless Steel"
65880,"Pipe, Steel"
65882,"Pipe, Steel, Wrought"
65888,"Tubing, Brass and Copper"
65891,"Tubing, Plastic and PVC"
65894,"Tubing, Stainless Steel"
65895,"Tubing, Steel"
65906,Adapters
65917,Bends
65924,Bushings
65927,Caps
65930,Connectors
65933,Couplings
65936,"Crosses, Crossovers, Curves"
65940,"Elbows, Steel"
65941,Elbows (Other than Steel)
65942,Ells
65944,"Ferrules, Flanges, Glands"
65947,"Hubs, Increasers, Inserts, Joints"
65950,"Laterals, Nipples"
65954,"Offsets, Plugs, Pipe Rests"
65965,Reducers
65973,"Saddles, Sleeves, Straps"
65984,"Tees, Steel"
65985,Tees (Other Than Steel)
65987,Unions
65994,Wyes (Y)
66005,"Alcoholic Beverages, All Types"
66010,Cigarettes
66011,Cigarette Lighters
66015,Cigars
66030,"Pipes, Smoking, All Types; and Pipe Cleaners, Filters, etc."
66040,Snuff
66042,"Holders, Cigarette and Cigar"
66050,"Tobacco, Chewing"
66060,"Tobacco, Smoking"
66506,Acetate Film and Sheets
66512,Acrylic Rods and Tubes (Methyl Methacrylate)
66516,Acrylic Mirrors
66518,Acrylic Sheets (Methyl Methacrylate)
66521,"Bag Sealing Equipment, Including Tape and Accessories"
66523,"Bumper and Guard Rails, Poly. (See Class 570 For Metal Type)"
66524,"Bags and Liners, Plastic: Garbage Can Liners, Janitor Cart Liners, Linen Hamper Liners, Litter Bags, Polyethylene Bags, etc."
66525,Burnishers for Plastic
66526,Contact Cement (For Plastic Laminates)
66527,"Coatings, Protective for Plastics, etc."
66528,"Edging Tape, Polypropylene (For Mesh Screening)"
66530,"Engraving Machines (For Nameplates), Accessories, and Stock (Laminated)"
66532,"Envelopes, Plastic and Poly."
66533,"Fiberglass Structural Shapes: Angles, Channels, I_Beams, etc."
66534,"Fiberglass, Plastic and Poly. Castings"
66535,"Fiberglass Sheets, Panels, etc."
66536,"Fiberglass Supplies: Catalysts, Cloth, Resins, etc."
66537,"Gratings: Fiberglass, Plastic, Poly., etc."
66538,"Heat Sealing Equipment, Film, and Supplies"
66542,"Laminating Presses, Film, ID Pouches, and Supplies"
66544,Landfill Liners
66548,"Mesh Screening, Fiberglass and Plastic"
66554,Nameplates (Engraved) and Easels
66560,Plastic Rods and Tubes (Except Acrylic)
66566,"Plastic Forming and Molding Equipment: Blow Molding, Injection Molding, Vacuum Forming, etc."
66567,"Plastic Forming and Molding Supplies: Catalysts, Colorants, Mold Release Compounds, Resins, etc."
66571,"Plastic Laminates: Decorative, High and Low Pressure Type Veneers (As Used for Desk Tops, Cabinetry, etc.)"
66572,"Plastic, Polyethtlene and Fiberglass Products and Supplies, Recycled"
66573,"Plastic Sheets (Except Acetate, Acrylic, and Polycarbonate)"
66574,"Plastic Edge Molding (For Desks, Counter Tops, and Tables)"
66575,Polyimide Film
66576,Polycarbonate Sheets
66577,"Polyethylene Bags, Self_Sealing, Reclosable"
66578,Polyethylene Film
66579,Polyvinyl Chloride Rods and Sheets
66580,"Polyethylene Film, Reinforced"
66581,Polyurethane Film
